number,state,title,body,created_at,updated_at,closed_at,merged_at,labels,user.login,created_dt,merged_dt,time_to_merge_hours
32725,closed,[ci] fix notify/label actions for forks,"Need this to run against target for forks to get the notification.

This job does not checkout the code in the PR, so it's safe to run from the target.

Also fixes failing checks on PRs:

<img width=""870"" alt=""Screenshot 2025-03-24 at 3 28 30 PM"" src=""https://github.com/user-attachments/assets/add78287-6449-4e48-9376-f3b360d2607c"" />
",2025-03-24T19:23:52Z,2025-03-24T19:47:00Z,2025-03-24T19:46:59Z,2025-03-24T19:46:59Z,"[{'id': 196858374, 'node_id': 'MDU6TGFiZWwxOTY4NTgzNzQ=', 'url': 'https://api.github.com/repos/facebook/react/labels/CLA%20Signed', 'name': 'CLA Signed', 'color': 'e7e7e7', 'default': False, 'description': None}]",rickhanlonii,2025-03-24 19:23:52+00:00,2025-03-24 19:46:59+00:00,0.3852777777777778
32724,closed,[compiler][bugfix] Fix hoisting of let declarations,"
(Found when compiling Meta React code)

Let variable declarations and reassignments are currently rewritten to `StoreLocal <varName>` instructions, which each translates to a new `const varName` declaration in codegen.

```js
// Example input
function useHook() {
  const getX = () => x;
  let x = CONSTANT1;
  if (cond) {
    x += CONSTANT2;
  }
  return <Stringify getX={getX} />
}

// Compiled output, prior to this PR
import { c as _c } from ""react/compiler-runtime"";
function useHook() {
  const $ = _c(1);
  let t0;
  if ($[0] === Symbol.for(""react.memo_cache_sentinel"")) {
    const getX = () => x;
    let x = CONSTANT1;
    if (cond) {
      let x = x + CONSTANT2;
      x;
    }

    t0 = <Stringify getX={getX} />;
    $[0] = t0;
  } else {
    t0 = $[0];
  }
  return t0;
}
```

This also manifests as a babel internal error when replacing the original function declaration with the compiler output. The below compilation output fails with `Duplicate declaration ""x"" (This is an error on an internal node. Probably an internal error.)`.
```js
// example input
let x = CONSTANT1;
if (cond) {
  x += CONSTANT2;
  x = CONSTANT3;
}

// current output
let x = CONSTANT1;
if (playheadDragState) {
  let x = x + CONSTANT2
  x;
  let x = CONSTANT3;
}
```
",2025-03-24T18:08:41Z,2025-03-26T22:36:30Z,2025-03-24T18:30:17Z,2025-03-24T18:30:17Z,"[{'id': 196858374, 'node_id': 'MDU6TGFiZWwxOTY4NTgzNzQ=', 'url': 'https://api.github.com/repos/facebook/react/labels/CLA%20Signed', 'name': 'CLA Signed', 'color': 'e7e7e7', 'default': False, 'description': None}, {'id': 1775958285, 'node_id': 'MDU6TGFiZWwxNzc1OTU4Mjg1', 'url': 'https://api.github.com/repos/facebook/react/labels/React%20Core%20Team', 'name': 'React Core Team', 'color': '9149d1', 'default': False, 'description': 'Opened by a member of the React Core Team'}]",mofeiZ,2025-03-24 18:08:41+00:00,2025-03-24 18:30:17+00:00,0.36
32723,closed,Merge ViewTransition layout/onLayout props into update/onUpdate,"We currently have the ability to have a separate animation for a ViewTransition that relayouts but doesn't actually have any internal mutations. This can be useful if you want to separate just a move from for example flashing an update.

However, we're concerned that this might be more confusion than its worth because subtle differences in mutations can cause it to trigger the other case. The existence of the property name might also make you start looking for it to solve something that it's not meant for.

We already fallback to using the ""update"" property if it exists but layout doesn't. So if we ever decide to add this back it would backwards compatible. We've also shown in implementation that it can work.
",2025-03-24T17:16:37Z,2025-03-24T18:04:28Z,2025-03-24T18:04:28Z,2025-03-24T18:04:28Z,"[{'id': 196858374, 'node_id': 'MDU6TGFiZWwxOTY4NTgzNzQ=', 'url': 'https://api.github.com/repos/facebook/react/labels/CLA%20Signed', 'name': 'CLA Signed', 'color': 'e7e7e7', 'default': False, 'description': None}]",sebmarkbage,2025-03-24 17:16:37+00:00,2025-03-24 18:04:28+00:00,0.7975
32711,closed,[ci] Add artifact attestation to build,"
Adds a signed build provenance attestations via https://github.com/actions/attest-build-provenance
---
[//]: # (BEGIN SAPLING FOOTER)
Stack created with [Sapling](https://sapling-scm.com). Best reviewed with [ReviewStack](https://reviewstack.dev/facebook/react/pull/32711).
* #32729
* #32728
* __->__ #32711",2025-03-21T20:49:23Z,2025-03-24T22:13:39Z,2025-03-24T22:13:37Z,2025-03-24T22:13:37Z,"[{'id': 196858374, 'node_id': 'MDU6TGFiZWwxOTY4NTgzNzQ=', 'url': 'https://api.github.com/repos/facebook/react/labels/CLA%20Signed', 'name': 'CLA Signed', 'color': 'e7e7e7', 'default': False, 'description': None}, {'id': 1775958285, 'node_id': 'MDU6TGFiZWwxNzc1OTU4Mjg1', 'url': 'https://api.github.com/repos/facebook/react/labels/React%20Core%20Team', 'name': 'React Core Team', 'color': '9149d1', 'default': False, 'description': 'Opened by a member of the React Core Team'}]",poteto,2025-03-21 20:49:23+00:00,2025-03-24 22:13:37+00:00,73.40388888888889
32710,closed,[ci] Add missing permissions to runtime_commit_artifacts.yml,"
Turns out we need permissions to write to `contents` after all.
---
[//]: # (BEGIN SAPLING FOOTER)
Stack created with [Sapling](https://sapling-scm.com). Best reviewed with [ReviewStack](https://reviewstack.dev/facebook/react/pull/32710).
* #32711
* __->__ #32710",2025-03-21T20:31:48Z,2025-03-21T22:01:05Z,2025-03-21T22:01:02Z,2025-03-21T22:01:02Z,"[{'id': 196858374, 'node_id': 'MDU6TGFiZWwxOTY4NTgzNzQ=', 'url': 'https://api.github.com/repos/facebook/react/labels/CLA%20Signed', 'name': 'CLA Signed', 'color': 'e7e7e7', 'default': False, 'description': None}, {'id': 1775958285, 'node_id': 'MDU6TGFiZWwxNzc1OTU4Mjg1', 'url': 'https://api.github.com/repos/facebook/react/labels/React%20Core%20Team', 'name': 'React Core Team', 'color': '9149d1', 'default': False, 'description': 'Opened by a member of the React Core Team'}]",poteto,2025-03-21 20:31:48+00:00,2025-03-21 22:01:02+00:00,1.4872222222222222
32709,closed,[ci] Also give permissions on pull_requests,"
Missed one
---
[//]: # (BEGIN SAPLING FOOTER)
Stack created with [Sapling](https://sapling-scm.com). Best reviewed with [ReviewStack](https://reviewstack.dev/facebook/react/pull/32709).
* #32708
* __->__ #32709",2025-03-21T20:10:22Z,2025-03-21T20:17:18Z,2025-03-21T20:17:15Z,2025-03-21T20:17:15Z,"[{'id': 196858374, 'node_id': 'MDU6TGFiZWwxOTY4NTgzNzQ=', 'url': 'https://api.github.com/repos/facebook/react/labels/CLA%20Signed', 'name': 'CLA Signed', 'color': 'e7e7e7', 'default': False, 'description': None}, {'id': 1775958285, 'node_id': 'MDU6TGFiZWwxNzc1OTU4Mjg1', 'url': 'https://api.github.com/repos/facebook/react/labels/React%20Core%20Team', 'name': 'React Core Team', 'color': '9149d1', 'default': False, 'description': 'Opened by a member of the React Core Team'}]",poteto,2025-03-21 20:10:22+00:00,2025-03-21 20:17:15+00:00,0.11472222222222223
32708,closed,[ci] Don't use pull_request_target,"
`pull_request_target` gives access to repository secrets and permissions for use from forks, for example to add a comment.

> Due to the dangers inherent to automatic processing of PRs, GitHub’s standard pull_request workflow trigger by default prevents write permissions and secrets access to the target repository. However, in some scenarios such access is needed to properly process the PR. To this end the pull_request_target workflow trigger was introduced.

> The reason to introduce the pull_request_target trigger was to enable workflows to label PRs (e.g. needs review) or to comment on the PR.

(via https://securitylab.github.com/resources/github-actions-preventing-pwn-requests/)

In this case there is no reason for us to allow this, so let's just use the normal `pull_request` trigger which is less permissive.
---
[//]: # (BEGIN SAPLING FOOTER)
Stack created with [Sapling](https://sapling-scm.com). Best reviewed with [ReviewStack](https://reviewstack.dev/facebook/react/pull/32708).
* __->__ #32708
* #32709",2025-03-21T19:59:03Z,2025-03-21T20:17:31Z,2025-03-21T20:17:28Z,2025-03-21T20:17:28Z,"[{'id': 196858374, 'node_id': 'MDU6TGFiZWwxOTY4NTgzNzQ=', 'url': 'https://api.github.com/repos/facebook/react/labels/CLA%20Signed', 'name': 'CLA Signed', 'color': 'e7e7e7', 'default': False, 'description': None}, {'id': 1775958285, 'node_id': 'MDU6TGFiZWwxNzc1OTU4Mjg1', 'url': 'https://api.github.com/repos/facebook/react/labels/React%20Core%20Team', 'name': 'React Core Team', 'color': '9149d1', 'default': False, 'description': 'Opened by a member of the React Core Team'}]",poteto,2025-03-21 19:59:03+00:00,2025-03-21 20:17:28+00:00,0.30694444444444446
32707,closed,[ci] Add missing permissions,"


Missed these ones earlier.
---
[//]: # (BEGIN SAPLING FOOTER)
Stack created with [Sapling](https://sapling-scm.com). Best reviewed with [ReviewStack](https://reviewstack.dev/facebook/react/pull/32707).
* #32708
* __->__ #32707",2025-03-21T19:45:53Z,2025-03-21T20:07:12Z,2025-03-21T20:07:09Z,2025-03-21T20:07:09Z,"[{'id': 196858374, 'node_id': 'MDU6TGFiZWwxOTY4NTgzNzQ=', 'url': 'https://api.github.com/repos/facebook/react/labels/CLA%20Signed', 'name': 'CLA Signed', 'color': 'e7e7e7', 'default': False, 'description': None}]",poteto,2025-03-21 19:45:53+00:00,2025-03-21 20:07:09+00:00,0.35444444444444445
32706,closed,[compiler][be] Move e2e tests to BabelPlugin transformer,"
Clean up jest-e2e setup since https://github.com/facebook/react/pull/32663 and other features need program context (e.g. changing imports)
---
[//]: # (BEGIN SAPLING FOOTER)
Stack created with [Sapling](https://sapling-scm.com). Best reviewed with [ReviewStack](https://reviewstack.dev/facebook/react/pull/32706).
* #32663
* __->__ #32706",2025-03-21T19:13:01Z,2025-03-22T02:02:11Z,2025-03-22T00:05:23Z,2025-03-22T00:05:23Z,"[{'id': 196858374, 'node_id': 'MDU6TGFiZWwxOTY4NTgzNzQ=', 'url': 'https://api.github.com/repos/facebook/react/labels/CLA%20Signed', 'name': 'CLA Signed', 'color': 'e7e7e7', 'default': False, 'description': None}]",mofeiZ,2025-03-21 19:13:01+00:00,2025-03-22 00:05:23+00:00,4.872777777777777
32704,closed,[ci] Scope permissions for all workflows,"
This PR restricts permissions on all workflows for the `github.token` to none by default. Where needed, specific permissions are added only in the job that requires them.
---
[//]: # (BEGIN SAPLING FOOTER)
Stack created with [Sapling](https://sapling-scm.com). Best reviewed with [ReviewStack](https://reviewstack.dev/facebook/react/pull/32704).
* __->__ #32704
* #32701",2025-03-21T16:41:24Z,2025-03-21T18:41:03Z,2025-03-21T18:40:56Z,2025-03-21T18:40:56Z,"[{'id': 196858374, 'node_id': 'MDU6TGFiZWwxOTY4NTgzNzQ=', 'url': 'https://api.github.com/repos/facebook/react/labels/CLA%20Signed', 'name': 'CLA Signed', 'color': 'e7e7e7', 'default': False, 'description': None}, {'id': 1775958285, 'node_id': 'MDU6TGFiZWwxNzc1OTU4Mjg1', 'url': 'https://api.github.com/repos/facebook/react/labels/React%20Core%20Team', 'name': 'React Core Team', 'color': '9149d1', 'default': False, 'description': 'Opened by a member of the React Core Team'}]",poteto,2025-03-21 16:41:24+00:00,2025-03-21 18:40:56+00:00,1.9922222222222221
32701,closed,[ci] Scope permissions for runtime_commit_artifacts.yml,"
By default the github token is used with write-all permissions. Let's scope it down to just what we need.

https://docs.github.com/en/actions/writing-workflows/workflow-syntax-for-github-actions#permissions
---
[//]: # (BEGIN SAPLING FOOTER)
Stack created with [Sapling](https://sapling-scm.com). Best reviewed with [ReviewStack](https://reviewstack.dev/facebook/react/pull/32701).
* #32704
* __->__ #32701",2025-03-21T16:12:23Z,2025-03-21T18:40:43Z,2025-03-21T18:40:35Z,2025-03-21T18:40:35Z,"[{'id': 196858374, 'node_id': 'MDU6TGFiZWwxOTY4NTgzNzQ=', 'url': 'https://api.github.com/repos/facebook/react/labels/CLA%20Signed', 'name': 'CLA Signed', 'color': 'e7e7e7', 'default': False, 'description': None}, {'id': 1775958285, 'node_id': 'MDU6TGFiZWwxNzc1OTU4Mjg1', 'url': 'https://api.github.com/repos/facebook/react/labels/React%20Core%20Team', 'name': 'React Core Team', 'color': '9149d1', 'default': False, 'description': 'Opened by a member of the React Core Team'}]",poteto,2025-03-21 16:12:23+00:00,2025-03-21 18:40:35+00:00,2.47
32699,closed,Force layout before startViewTransition,"This works around this Safari bug. https://bugs.webkit.org/show_bug.cgi?id=290146

This unfortunate because it may cause additional layouts if there's more updates to the tree coming by manual mutation before it gets painted naturally. However, we might end up wanting to read layout early anyway.

This affects the fixture because we clone the `<link>` from the `<head>` which is itself another bug. However, it should be possible to have `<link>` tags inserted into the new tree so this is still relevant.",2025-03-21T02:32:40Z,2025-03-21T14:05:31Z,2025-03-21T14:05:31Z,2025-03-21T14:05:31Z,"[{'id': 196858374, 'node_id': 'MDU6TGFiZWwxOTY4NTgzNzQ=', 'url': 'https://api.github.com/repos/facebook/react/labels/CLA%20Signed', 'name': 'CLA Signed', 'color': 'e7e7e7', 'default': False, 'description': None}, {'id': 1775958285, 'node_id': 'MDU6TGFiZWwxNzc1OTU4Mjg1', 'url': 'https://api.github.com/repos/facebook/react/labels/React%20Core%20Team', 'name': 'React Core Team', 'color': '9149d1', 'default': False, 'description': 'Opened by a member of the React Core Team'}]",sebmarkbage,2025-03-21 02:32:40+00:00,2025-03-21 14:05:31+00:00,11.5475
32698,closed,[compiler][optim] Add Effect.ConditionallyMutateIterator,"
Adds Effect.ConditionallyMutateIterator, which has the following effects:
- capture for known array, map, and sets
- mutate for all other values

An alternative to this approach could be to add polymorphic shape definitions
",2025-03-20T23:52:46Z,2025-03-26T22:36:32Z,2025-03-24T03:25:56Z,2025-03-24T03:25:56Z,"[{'id': 196858374, 'node_id': 'MDU6TGFiZWwxOTY4NTgzNzQ=', 'url': 'https://api.github.com/repos/facebook/react/labels/CLA%20Signed', 'name': 'CLA Signed', 'color': 'e7e7e7', 'default': False, 'description': None}, {'id': 1775958285, 'node_id': 'MDU6TGFiZWwxNzc1OTU4Mjg1', 'url': 'https://api.github.com/repos/facebook/react/labels/React%20Core%20Team', 'name': 'React Core Team', 'color': '9149d1', 'default': False, 'description': 'Opened by a member of the React Core Team'}]",mofeiZ,2025-03-20 23:52:46+00:00,2025-03-24 03:25:56+00:00,75.55277777777778
32697,closed,[compiler][optim] Add map and set constructors,"
* Adds `isConstructor: boolean` to `FunctionType`. With this PR, each typed function can either be a constructor (currently only known globals) or non constructor. Alternatively, we prefer to encode polymorphic types / effects (and match the closest subtype)

* Add Map and Set globals + built-ins
---
[//]: # (BEGIN SAPLING FOOTER)
Stack created with [Sapling](https://sapling-scm.com). Best reviewed with [ReviewStack](https://reviewstack.dev/facebook/react/pull/32697).
* #32698
* __->__ #32697",2025-03-20T23:52:45Z,2025-03-26T22:36:34Z,2025-03-24T03:19:01Z,2025-03-24T03:19:01Z,"[{'id': 196858374, 'node_id': 'MDU6TGFiZWwxOTY4NTgzNzQ=', 'url': 'https://api.github.com/repos/facebook/react/labels/CLA%20Signed', 'name': 'CLA Signed', 'color': 'e7e7e7', 'default': False, 'description': None}, {'id': 1775958285, 'node_id': 'MDU6TGFiZWwxNzc1OTU4Mjg1', 'url': 'https://api.github.com/repos/facebook/react/labels/React%20Core%20Team', 'name': 'React Core Team', 'color': '9149d1', 'default': False, 'description': 'Opened by a member of the React Core Team'}]",mofeiZ,2025-03-20 23:52:45+00:00,2025-03-24 03:19:01+00:00,75.43777777777778
32696,closed,[compiler][be] Refactor similar CallExpression and MethodCall effect handling,"
Simplify InferReferenceEffect function signature matching logic for next PRs in stack
---
[//]: # (BEGIN SAPLING FOOTER)
Stack created with [Sapling](https://sapling-scm.com). Best reviewed with [ReviewStack](https://reviewstack.dev/facebook/react/pull/32696).
* #32698
* #32697
* __->__ #32696
* #32695",2025-03-20T23:52:44Z,2025-03-26T22:36:34Z,2025-03-24T03:07:49Z,2025-03-24T03:07:49Z,"[{'id': 196858374, 'node_id': 'MDU6TGFiZWwxOTY4NTgzNzQ=', 'url': 'https://api.github.com/repos/facebook/react/labels/CLA%20Signed', 'name': 'CLA Signed', 'color': 'e7e7e7', 'default': False, 'description': None}, {'id': 1775958285, 'node_id': 'MDU6TGFiZWwxNzc1OTU4Mjg1', 'url': 'https://api.github.com/repos/facebook/react/labels/React%20Core%20Team', 'name': 'React Core Team', 'color': '9149d1', 'default': False, 'description': 'Opened by a member of the React Core Team'}]",mofeiZ,2025-03-20 23:52:44+00:00,2025-03-24 03:07:49+00:00,75.25138888888888
32695,closed,[compiler][fix] mutableOnlyIfOperandsAreMutable does not apply when operands are globals,"
Globals, module locals, and other locally defined functions may mutate their arguments. See test fixtures for details
---
[//]: # (BEGIN SAPLING FOOTER)
Stack created with [Sapling](https://sapling-scm.com). Best reviewed with [ReviewStack](https://reviewstack.dev/facebook/react/pull/32695).
* #32698
* #32697
* #32696
* __->__ #32695",2025-03-20T23:47:21Z,2025-03-26T22:36:35Z,2025-03-24T03:07:24Z,2025-03-24T03:07:24Z,"[{'id': 196858374, 'node_id': 'MDU6TGFiZWwxOTY4NTgzNzQ=', 'url': 'https://api.github.com/repos/facebook/react/labels/CLA%20Signed', 'name': 'CLA Signed', 'color': 'e7e7e7', 'default': False, 'description': None}, {'id': 1775958285, 'node_id': 'MDU6TGFiZWwxNzc1OTU4Mjg1', 'url': 'https://api.github.com/repos/facebook/react/labels/React%20Core%20Team', 'name': 'React Core Team', 'color': '9149d1', 'default': False, 'description': 'Opened by a member of the React Core Team'}]",mofeiZ,2025-03-20 23:47:21+00:00,2025-03-24 03:07:24+00:00,75.33416666666666
32693,closed,[ci] Bump number of shards for test_build to 10,"
I noticed `test_build` can take a while so let's bump the number of shards
",2025-03-20T21:24:23Z,2025-03-20T21:49:39Z,2025-03-20T21:49:36Z,2025-03-20T21:49:36Z,"[{'id': 196858374, 'node_id': 'MDU6TGFiZWwxOTY4NTgzNzQ=', 'url': 'https://api.github.com/repos/facebook/react/labels/CLA%20Signed', 'name': 'CLA Signed', 'color': 'e7e7e7', 'default': False, 'description': None}, {'id': 1775958285, 'node_id': 'MDU6TGFiZWwxNzc1OTU4Mjg1', 'url': 'https://api.github.com/repos/facebook/react/labels/React%20Core%20Team', 'name': 'React Core Team', 'color': '9149d1', 'default': False, 'description': 'Opened by a member of the React Core Team'}]",poteto,2025-03-20 21:24:23+00:00,2025-03-20 21:49:36+00:00,0.42027777777777775
32692,closed,[ci] Rename other stale branch workflow,"
Makes it easier to tell what is what
---
[//]: # (BEGIN SAPLING FOOTER)
Stack created with [Sapling](https://sapling-scm.com). Best reviewed with [ReviewStack](https://reviewstack.dev/facebook/react/pull/32692).
* __->__ #32692
* #32691",2025-03-20T21:13:51Z,2025-03-25T17:52:45Z,2025-03-20T21:19:47Z,2025-03-20T21:19:47Z,"[{'id': 196858374, 'node_id': 'MDU6TGFiZWwxOTY4NTgzNzQ=', 'url': 'https://api.github.com/repos/facebook/react/labels/CLA%20Signed', 'name': 'CLA Signed', 'color': 'e7e7e7', 'default': False, 'description': None}, {'id': 1775958285, 'node_id': 'MDU6TGFiZWwxNzc1OTU4Mjg1', 'url': 'https://api.github.com/repos/facebook/react/labels/React%20Core%20Team', 'name': 'React Core Team', 'color': '9149d1', 'default': False, 'description': 'Opened by a member of the React Core Team'}]",poteto,2025-03-20 21:13:51+00:00,2025-03-20 21:19:47+00:00,0.09888888888888889
32691,closed,[ci] Add daily stale branch cache cleanup,"
Cleans up stale non-main caches daily
---
[//]: # (BEGIN SAPLING FOOTER)
Stack created with [Sapling](https://sapling-scm.com). Best reviewed with [ReviewStack](https://reviewstack.dev/facebook/react/pull/32691).
* #32692
* __->__ #32691",2025-03-20T21:11:33Z,2025-03-20T21:17:46Z,2025-03-20T21:17:44Z,2025-03-20T21:17:44Z,"[{'id': 196858374, 'node_id': 'MDU6TGFiZWwxOTY4NTgzNzQ=', 'url': 'https://api.github.com/repos/facebook/react/labels/CLA%20Signed', 'name': 'CLA Signed', 'color': 'e7e7e7', 'default': False, 'description': None}, {'id': 1775958285, 'node_id': 'MDU6TGFiZWwxNzc1OTU4Mjg1', 'url': 'https://api.github.com/repos/facebook/react/labels/React%20Core%20Team', 'name': 'React Core Team', 'color': '9149d1', 'default': False, 'description': 'Opened by a member of the React Core Team'}]",poteto,2025-03-20 21:11:33+00:00,2025-03-20 21:17:44+00:00,0.10305555555555555
32690,closed,[ci] Don't fail on cache miss,"
Partially reverts #32686.

PR caches inherit from caches generated in `main`. If it cannot find that cache, it will create one scoped to just that PR (and PRs that inherit from it).

There is an edge case where cache eviction can happen in the middle of a test run. If cache eviction removes a `main` cache, child jobs that depend on it will start failing because of the `fail-on-cache-miss` setting.

This PR reverts the default behavior. If this happens, the workflow will still continue in slow mode where it will `yarn install` child jobs instead of reusing from cache. This is slower but will at least allow workflows to continue.

Additionally I added restore keys so that we can fallback to other  caches if present so `yarn install` doesn't need to start over from scratch.
",2025-03-20T20:55:22Z,2025-03-20T21:02:41Z,2025-03-20T21:02:39Z,2025-03-20T21:02:39Z,"[{'id': 196858374, 'node_id': 'MDU6TGFiZWwxOTY4NTgzNzQ=', 'url': 'https://api.github.com/repos/facebook/react/labels/CLA%20Signed', 'name': 'CLA Signed', 'color': 'e7e7e7', 'default': False, 'description': None}, {'id': 1775958285, 'node_id': 'MDU6TGFiZWwxNzc1OTU4Mjg1', 'url': 'https://api.github.com/repos/facebook/react/labels/React%20Core%20Team', 'name': 'React Core Team', 'color': '9149d1', 'default': False, 'description': 'Opened by a member of the React Core Team'}]",poteto,2025-03-20 20:55:22+00:00,2025-03-20 21:02:39+00:00,0.1213888888888889
32688,closed,[compiler] Refactor validations to return Result and log where appropriate,"Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* __->__ #32688
* #32683

Updates ~all of our validations to return a Result, and then updates callers to either unwrap() if they should bailout or else just log.",2025-03-20T17:15:58Z,2025-03-20T18:02:15Z,2025-03-20T18:02:08Z,2025-03-20T18:02:08Z,"[{'id': 196858374, 'node_id': 'MDU6TGFiZWwxOTY4NTgzNzQ=', 'url': 'https://api.github.com/repos/facebook/react/labels/CLA%20Signed', 'name': 'CLA Signed', 'color': 'e7e7e7', 'default': False, 'description': None}, {'id': 1775958285, 'node_id': 'MDU6TGFiZWwxNzc1OTU4Mjg1', 'url': 'https://api.github.com/repos/facebook/react/labels/React%20Core%20Team', 'name': 'React Core Team', 'color': '9149d1', 'default': False, 'description': 'Opened by a member of the React Core Team'}]",josephsavona,2025-03-20 17:15:58+00:00,2025-03-20 18:02:08+00:00,0.7694444444444445
32687,closed,[ci] Also cache playground playwright browsers,"
Following #32678, do the same for the playground e2e test since this step can sometimes take many minutes to complete.
",2025-03-20T16:24:34Z,2025-03-20T17:53:33Z,2025-03-20T17:53:31Z,2025-03-20T17:53:31Z,"[{'id': 196858374, 'node_id': 'MDU6TGFiZWwxOTY4NTgzNzQ=', 'url': 'https://api.github.com/repos/facebook/react/labels/CLA%20Signed', 'name': 'CLA Signed', 'color': 'e7e7e7', 'default': False, 'description': None}, {'id': 1775958285, 'node_id': 'MDU6TGFiZWwxNzc1OTU4Mjg1', 'url': 'https://api.github.com/repos/facebook/react/labels/React%20Core%20Team', 'name': 'React Core Team', 'color': '9149d1', 'default': False, 'description': 'Opened by a member of the React Core Team'}]",poteto,2025-03-20 16:24:34+00:00,2025-03-20 17:53:31+00:00,1.4825
32686,closed,[ci] Fail on cache miss,"
Since we use a centralized cache we should fail subsequent steps if the child jobs are unable to restore the cache from the first 2 jobs.

Also fix some incorrect hashes used for the fixture tests.
---
[//]: # (BEGIN SAPLING FOOTER)
Stack created with [Sapling](https://sapling-scm.com). Best reviewed with [ReviewStack](https://reviewstack.dev/facebook/react/pull/32686).
* __->__ #32686
* #32685",2025-03-20T16:12:44Z,2025-03-20T16:22:09Z,2025-03-20T16:22:06Z,2025-03-20T16:22:06Z,"[{'id': 1775958285, 'node_id': 'MDU6TGFiZWwxNzc1OTU4Mjg1', 'url': 'https://api.github.com/repos/facebook/react/labels/React%20Core%20Team', 'name': 'React Core Team', 'color': '9149d1', 'default': False, 'description': 'Opened by a member of the React Core Team'}]",poteto,2025-03-20 16:12:44+00:00,2025-03-20 16:22:06+00:00,0.15611111111111112
32685,closed,[ci] Warm cache,"
Try restoring from old caches as a base to speed up the case where node_modules needs updating.
---
[//]: # (BEGIN SAPLING FOOTER)
Stack created with [Sapling](https://sapling-scm.com). Best reviewed with [ReviewStack](https://reviewstack.dev/facebook/react/pull/32685).
* #32686
* __->__ #32685",2025-03-20T16:12:42Z,2025-03-20T16:21:54Z,2025-03-20T16:21:50Z,2025-03-20T16:21:50Z,"[{'id': 1775958285, 'node_id': 'MDU6TGFiZWwxNzc1OTU4Mjg1', 'url': 'https://api.github.com/repos/facebook/react/labels/React%20Core%20Team', 'name': 'React Core Team', 'color': '9149d1', 'default': False, 'description': 'Opened by a member of the React Core Team'}]",poteto,2025-03-20 16:12:42+00:00,2025-03-20 16:21:50+00:00,0.15222222222222223
32684,closed,Set accurate value for alwaysThrottleRetries on www,"This flag value was updated in https://github.com/facebook/react/pull/28965 (seemingly unrelated, maybe as part of unit testing). But its still controlled by a dynamic flag in www. Let's update this to VARIANT to accurately represent the state of the rollout.

Before:
<img width=""1340"" alt=""Screenshot 2025-03-20 at 10 45 30 AM"" src=""https://github.com/user-attachments/assets/d0405a36-eb71-4108-9e23-8d462cc68fb4"" />

After:
<img width=""1351"" alt=""Screenshot 2025-03-20 at 10 45 11 AM"" src=""https://github.com/user-attachments/assets/459d260d-7a25-430b-95a6-d6a91d958417"" />
",2025-03-20T14:48:20Z,2025-03-20T18:28:58Z,2025-03-20T18:28:55Z,2025-03-20T18:28:55Z,"[{'id': 196858374, 'node_id': 'MDU6TGFiZWwxOTY4NTgzNzQ=', 'url': 'https://api.github.com/repos/facebook/react/labels/CLA%20Signed', 'name': 'CLA Signed', 'color': 'e7e7e7', 'default': False, 'description': None}, {'id': 1775958285, 'node_id': 'MDU6TGFiZWwxNzc1OTU4Mjg1', 'url': 'https://api.github.com/repos/facebook/react/labels/React%20Core%20Team', 'name': 'React Core Team', 'color': '9149d1', 'default': False, 'description': 'Opened by a member of the React Core Team'}]",jackpope,2025-03-20 14:48:20+00:00,2025-03-20 18:28:55+00:00,3.676388888888889
32683,closed,[compiler] Validate static components,"Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* #32688
* __->__ #32683

React uses function identity to determine whether a given JSX expression represents the same type of component and should reconcile (keep state, update props) or replace (teardown state, create a new instance). This PR adds off-by-default validation to check that developers are not dynamically creating components during render.

The check is local and intentionally conservative. We specifically look for the results of call expressions, new expressions, or function expressions that are then used directly (or aliased) as a JSX tag. This allows common sketchy but fine-in-practice cases like passing a reference to a component from a parent as props, but catches very obvious mistakes such as:

```js
function Example() {
  const Component = createComponent();
  return <Component />;
}
```

We could expand this to catch more cases, but this seems like a reasonable starting point. Note that I tried enabling the validation by default and the only fixtures that error are the new ones added here. I'll also test this internally. What i'm imagining is that we enable this in the linter but not the compiler.",2025-03-19T22:22:00Z,2025-03-20T18:02:12Z,2025-03-20T18:02:06Z,2025-03-20T18:02:06Z,"[{'id': 196858374, 'node_id': 'MDU6TGFiZWwxOTY4NTgzNzQ=', 'url': 'https://api.github.com/repos/facebook/react/labels/CLA%20Signed', 'name': 'CLA Signed', 'color': 'e7e7e7', 'default': False, 'description': None}, {'id': 1775958285, 'node_id': 'MDU6TGFiZWwxNzc1OTU4Mjg1', 'url': 'https://api.github.com/repos/facebook/react/labels/React%20Core%20Team', 'name': 'React Core Team', 'color': '9149d1', 'default': False, 'description': 'Opened by a member of the React Core Team'}]",josephsavona,2025-03-19 22:22:00+00:00,2025-03-20 18:02:06+00:00,19.668333333333333
